Sexo;Comunidades y Ciudades Autónomas;Sector económico;Periodo;Total
Ambos sexos;05 Canarias;Servicios;2012;87,7
Ambos sexos;05 Canarias;Servicios;2011;86,5
Ambos sexos;05 Canarias;Servicios;2010;83
Ambos sexos;05 Canarias;Servicios;2009;82,8
Ambos sexos;05 Canarias;Servicios;2008;78,6
Ambos sexos;06 Cantabria;Total;2024;100
Ambos sexos;06 Cantabria;Total;2023;100
Ambos sexos;06 Cantabria;Total;2022;100
Ambos sexos;06 Cantabria;Total;2021;100
Ambos sexos;06 Cantabria;Total;2020;100
Ambos sexos;06 Cantabria;Total;2019;100
Ambos sexos;06 Cantabria;Total;2018;100
Ambos sexos;06 Cantabria;Total;2017;100
Ambos sexos;06 Cantabria;Total;2016;100
Ambos sexos;06 Cantabria;Total;2015;100
Ambos sexos;06 Cantabria;Total;2014;100
Ambos sexos;06 Cantabria;Total;2013;100
Ambos sexos;06 Cantabria;Total;2012;100
Ambos sexos;06 Cantabria;Total;2011;100
Ambos sexos;06 Cantabria;Total;2010;100
Ambos sexos;06 Cantabria;Total;2009;100
Ambos sexos;06 Cantabria;Total;2008;100
Ambos sexos;06 Cantabria;Agricultura;2024;1
Ambos sexos;06 Cantabria;Agricultura;2023;0,6
Ambos sexos;06 Cantabria;Agricultura;2022;1,1
Ambos sexos;06 Cantabria;Agricultura;2021;0,6
Ambos sexos;06 Cantabria;Agricultura;2020;0,8
Ambos sexos;06 Cantabria;Agricultura;2019;1,1
Ambos sexos;06 Cantabria;Agricultura;2018;1,1
Ambos sexos;06 Cantabria;Agricultura;2017;1,4
Ambos sexos;06 Cantabria;Agricultura;2016;0,8
Ambos sexos;06 Cantabria;Agricultura;2015;0,9
Ambos sexos;06 Cantabria;Agricultura;2014;1,3
Ambos sexos;06 Cantabria;Agricultura;2013;1,2
Ambos sexos;06 Cantabria;Agricultura;2012;0,8
Ambos sexos;06 Cantabria;Agricultura;2011;0,7
Ambos sexos;06 Cantabria;Agricultura;2010;0,7
Ambos sexos;06 Cantabria;Agricultura;2009;0,5
Ambos sexos;06 Cantabria;Agricultura;2008;0,6
Ambos sexos;06 Cantabria;Industria;2024;17,9
Ambos sexos;06 Cantabria;Industria;2023;17,8
Ambos sexos;06 Cantabria;Industria;2022;18,8
Ambos sexos;06 Cantabria;Industria;2021;18,8
Ambos sexos;06 Cantabria;Industria;2020;19,3
Ambos sexos;06 Cantabria;Industria;2019;17,9
Ambos sexos;06 Cantabria;Industria;2018;17,8
Ambos sexos;06 Cantabria;Industria;2017;16,9
Ambos sexos;06 Cantabria;Industria;2016;18
Ambos sexos;06 Cantabria;Industria;2015;17,5
Ambos sexos;06 Cantabria;Industria;2014;18,7
Ambos sexos;06 Cantabria;Industria;2013;19,2
Ambos sexos;06 Cantabria;Industria;2012;18,7
Ambos sexos;06 Cantabria;Industria;2011;18,4
Ambos sexos;06 Cantabria;Industria;2010;18,2
Ambos sexos;06 Cantabria;Industria;2009;19,6
Ambos sexos;06 Cantabria;Industria;2008;21,9
Ambos sexos;06 Cantabria;Construcción;2024;6,5
Ambos sexos;06 Cantabria;Construcción;2023;7
Ambos sexos;06 Cantabria;Construcción;2022;5,3
Ambos sexos;06 Cantabria;Construcción;2021;5,8
Ambos sexos;06 Cantabria;Construcción;2020;6,6
Ambos sexos;06 Cantabria;Construcción;2019;6,7
Ambos sexos;06 Cantabria;Construcción;2018;5,8
Ambos sexos;06 Cantabria;Construcción;2017;4,6
Ambos sexos;06 Cantabria;Construcción;2016;5
Ambos sexos;06 Cantabria;Construcción;2015;5
Ambos sexos;06 Cantabria;Construcción;2014;4,2
Ambos sexos;06 Cantabria;Construcción;2013;5,9
Ambos sexos;06 Cantabria;Construcción;2012;6,1
Ambos sexos;06 Cantabria;Construcción;2011;6,8
Ambos sexos;06 Cantabria;Construcción;2010;8,9
Ambos sexos;06 Cantabria;Construcción;2009;10,7
Ambos sexos;06 Cantabria;Construcción;2008;12,5
Ambos sexos;06 Cantabria;Servicios;2024;74,7
Ambos sexos;06 Cantabria;Servicios;2023;74,6
Ambos sexos;06 Cantabria;Servicios;2022;74,8
Ambos sexos;06 Cantabria;Servicios;2021;74,8
Ambos sexos;06 Cantabria;Servicios;2020;73,2
Ambos sexos;06 Cantabria;Servicios;2019;74,3
Ambos sexos;06 Cantabria;Servicios;2018;75,3
Ambos sexos;06 Cantabria;Servicios;2017;77
Ambos sexos;06 Cantabria;Servicios;2016;76,3
Ambos sexos;06 Cantabria;Servicios;2015;76,6
Ambos sexos;06 Cantabria;Servicios;2014;75,7
Ambos sexos;06 Cantabria;Servicios;2013;73,7
Ambos sexos;06 Cantabria;Servicios;2012;74,4
Ambos sexos;06 Cantabria;Servicios;2011;74
Ambos sexos;06 Cantabria;Servicios;2010;72,3
Ambos sexos;06 Cantabria;Servicios;2009;69,1
Ambos sexos;06 Cantabria;Servicios;2008;65
Ambos sexos;07 Castilla y León;Total;2024;100
Ambos sexos;07 Castilla y León;Total;2023;100
Ambos sexos;07 Castilla y León;Total;2022;100
Ambos sexos;07 Castilla y León;Total;2021;100
Ambos sexos;07 Castilla y León;Total;2020;100
Ambos sexos;07 Castilla y León;Total;2019;100
Ambos sexos;07 Castilla y León;Total;2018;100
Ambos sexos;07 Castilla y León;Total;2017;100
Ambos sexos;07 Castilla y León;Total;2016;100
Ambos sexos;07 Castilla y León;Total;2015;100
Ambos sexos;07 Castilla y León;Total;2014;100
Ambos sexos;07 Castilla y León;Total;2013;100
Ambos sexos;07 Castilla y León;Total;2012;100
Ambos sexos;07 Castilla y León;Total;2011;100
Ambos sexos;07 Castilla y León;Total;2010;100
Ambos sexos;07 Castilla y León;Total;2009;100
Ambos sexos;07 Castilla y León;Total;2008;100
Ambos sexos;07 Castilla y León;Agricultura;2024;2,8
Ambos sexos;07 Castilla y León;Agricultura;2023;2,8
Ambos sexos;07 Castilla y León;Agricultura;2022;3,2
Ambos sexos;07 Castilla y León;Agricultura;2021;3,4
Ambos sexos;07 Castilla y León;Agricultura;2020;2,8
Ambos sexos;07 Castilla y León;Agricultura;2019;3,1
Ambos sexos;07 Castilla y León;Agricultura;2018;2,8
Ambos sexos;07 Castilla y León;Agricultura;2017;2,8
Ambos sexos;07 Castilla y León;Agricultura;2016;3,3
Ambos sexos;07 Castilla y León;Agricultura;2015;3,3
Ambos sexos;07 Castilla y León;Agricultura;2014;2,7
Ambos sexos;07 Castilla y León;Agricultura;2013;2,9
Ambos sexos;07 Castilla y León;Agricultura;2012;3,1
Ambos sexos;07 Castilla y León;Agricultura;2011;2,7
Ambos sexos;07 Castilla y León;Agricultura;2010;2,3
Ambos sexos;07 Castilla y León;Agricultura;2009;2,5
Ambos sexos;07 Castilla y León;Agricultura;2008;2,4
Ambos sexos;07 Castilla y León;Industria;2024;18,5
Ambos sexos;07 Castilla y León;Industria;2023;18,2
Ambos sexos;07 Castilla y León;Industria;2022;17,6
Ambos sexos;07 Castilla y León;Industria;2021;18,2
Ambos sexos;07 Castilla y León;Industria;2020;19
Ambos sexos;07 Castilla y León;Industria;2019;19,7
Ambos sexos;07 Castilla y León;Industria;2018;20,6
Ambos sexos;07 Castilla y León;Industria;2017;19
Ambos sexos;07 Castilla y León;Industria;2016;19,5
Ambos sexos;07 Castilla y León;Industria;2015;18,4
Ambos sexos;07 Castilla y León;Industria;2014;18,2
Ambos sexos;07 Castilla y León;Industria;2013;17,3
Ambos sexos;07 Castilla y León;Industria;2012;17,8
Ambos sexos;07 Castilla y León;Industria;2011;17,3
Ambos sexos;07 Castilla y León;Industria;2010;18
Ambos sexos;07 Castilla y León;Industria;2009;19,6
Ambos sexos;07 Castilla y León;Industria;2008;19,6
Ambos sexos;07 Castilla y León;Construcción;2024;5,7
Ambos sexos;07 Castilla y León;Construcción;2023;5,9
Ambos sexos;07 Castilla y León;Construcción;2022;5,2
Ambos sexos;07 Castilla y León;Construcción;2021;5,6
Ambos sexos;07 Castilla y León;Construcción;2020;5,8
Ambos sexos;07 Castilla y León;Construcción;2019;5,3
Ambos sexos;07 Castilla y León;Construcción;2018;5,6
Ambos sexos;07 Castilla y León;Construcción;2017;5,4
Ambos sexos;07 Castilla y León;Construcción;2016;5
Ambos sexos;07 Castilla y León;Construcción;2015;5,4
Ambos sexos;07 Castilla y León;Construcción;2014;5
Ambos sexos;07 Castilla y León;Construcción;2013;5,5
Ambos sexos;07 Castilla y León;Construcción;2012;6,6
Ambos sexos;07 Castilla y León;Construcción;2011;7
Ambos sexos;07 Castilla y León;Construcción;2010;8,4
Ambos sexos;07 Castilla y León;Construcción;2009;9,6
Ambos sexos;07 Castilla y León;Construcción;2008;11,7
Ambos sexos;07 Castilla y León;Servicios;2024;73
Ambos sexos;07 Castilla y León;Servicios;2023;73,1
Ambos sexos;07 Castilla y León;Servicios;2022;74
Ambos sexos;07 Castilla y León;Servicios;2021;72,8
Ambos sexos;07 Castilla y León;Servicios;2020;72,4
Ambos sexos;07 Castilla y León;Servicios;2019;71,9
Ambos sexos;07 Castilla y León;Servicios;2018;71
Ambos sexos;07 Castilla y León;Servicios;2017;72,8
Ambos sexos;07 Castilla y León;Servicios;2016;72,2
Ambos sexos;07 Castilla y León;Servicios;2015;72,8
Ambos sexos;07 Castilla y León;Servicios;2014;74,1
Ambos sexos;07 Castilla y León;Servicios;2013;74,3
Ambos sexos;07 Castilla y León;Servicios;2012;72,6
Ambos sexos;07 Castilla y León;Servicios;2011;73
Ambos sexos;07 Castilla y León;Servicios;2010;71,3
Ambos sexos;07 Castilla y León;Servicios;2009;68,3
Ambos sexos;07 Castilla y León;Servicios;2008;66,3
Ambos sexos;08 Castilla - La Mancha;Total;2024;100
Ambos sexos;08 Castilla - La Mancha;Total;2023;100
Ambos sexos;08 Castilla - La Mancha;Total;2022;100
Ambos sexos;08 Castilla - La Mancha;Total;2021;100
Ambos sexos;08 Castilla - La Mancha;Total;2020;100
Ambos sexos;08 Castilla - La Mancha;Total;2019;100
Ambos sexos;08 Castilla - La Mancha;Total;2018;100
Ambos sexos;08 Castilla - La Mancha;Total;2017;100
Ambos sexos;08 Castilla - La Mancha;Total;2016;100
Ambos sexos;08 Castilla - La Mancha;Total;2015;100
Ambos sexos;08 Castilla - La Mancha;Total;2014;100
Ambos sexos;08 Castilla - La Mancha;Total;2013;100
Ambos sexos;08 Castilla - La Mancha;Total;2012;100
Ambos sexos;08 Castilla - La Mancha;Total;2011;100
Ambos sexos;08 Castilla - La Mancha;Total;2010;100
Ambos sexos;08 Castilla - La Mancha;Total;2009;100
Ambos sexos;08 Castilla - La Mancha;Total;2008;100
Ambos sexos;08 Castilla - La Mancha;Agricultura;2024;3,8
Ambos sexos;08 Castilla - La Mancha;Agricultura;2023;3,9
Ambos sexos;08 Castilla - La Mancha;Agricultura;2022;5,3
Ambos sexos;08 Castilla - La Mancha;Agricultura;2021;5,5
Ambos sexos;08 Castilla - La Mancha;Agricultura;2020;4,6
Ambos sexos;08 Castilla - La Mancha;Agricultura;2019;4,2
Ambos sexos;08 Castilla - La Mancha;Agricultura;2018;4,3
Ambos sexos;08 Castilla - La Mancha;Agricultura;2017;5,3
Ambos sexos;08 Castilla - La Mancha;Agricultura;2016;4,7
Ambos sexos;08 Castilla - La Mancha;Agricultura;2015;5,1
Ambos sexos;08 Castilla - La Mancha;Agricultura;2014;5
Ambos sexos;08 Castilla - La Mancha;Agricultura;2013;4,3
Ambos sexos;08 Castilla - La Mancha;Agricultura;2012;4,4
Ambos sexos;08 Castilla - La Mancha;Agricultura;2011;4,8
Ambos sexos;08 Castilla - La Mancha;Agricultura;2010;3,8
Ambos sexos;08 Castilla - La Mancha;Agricultura;2009;3,7
Ambos sexos;08 Castilla - La Mancha;Agricultura;2008;3,9
Ambos sexos;08 Castilla - La Mancha;Industria;2024;16,9
Ambos sexos;08 Castilla - La Mancha;Industria;2023;17
Ambos sexos;08 Castilla - La Mancha;Industria;2022;17
Ambos sexos;08 Castilla - La Mancha;Industria;2021;17,2
Ambos sexos;08 Castilla - La Mancha;Industria;2020;16,8
Ambos sexos;08 Castilla - La Mancha;Industria;2019;17,6
Ambos sexos;08 Castilla - La Mancha;Industria;2018;17,5
Ambos sexos;08 Castilla - La Mancha;Industria;2017;17,6
Ambos sexos;08 Castilla - La Mancha;Industria;2016;17
Ambos sexos;08 Castilla - La Mancha;Industria;2015;16
Ambos sexos;08 Castilla - La Mancha;Industria;2014;16,3
Ambos sexos;08 Castilla - La Mancha;Industria;2013;17,1
Ambos sexos;08 Castilla - La Mancha;Industria;2012;17,6
Ambos sexos;08 Castilla - La Mancha;Industria;2011;17,4
Ambos sexos;08 Castilla - La Mancha;Industria;2010;17
Ambos sexos;08 Castilla - La Mancha;Industria;2009;17,4
Ambos sexos;08 Castilla - La Mancha;Industria;2008;18,2
Ambos sexos;08 Castilla - La Mancha;Construcción;2024;7,7
Ambos sexos;08 Castilla - La Mancha;Construcción;2023;7,2
Ambos sexos;08 Castilla - La Mancha;Construcción;2022;6,7
Ambos sexos;08 Castilla - La Mancha;Construcción;2021;6,4
Ambos sexos;08 Castilla - La Mancha;Construcción;2020;6,8
Ambos sexos;08 Castilla - La Mancha;Construcción;2019;7,2
Ambos sexos;08 Castilla - La Mancha;Construcción;2018;7,5
Ambos sexos;08 Castilla - La Mancha;Construcción;2017;6,6
Ambos sexos;08 Castilla - La Mancha;Construcción;2016;6,6
Ambos sexos;08 Castilla - La Mancha;Construcción;2015;5,7
Ambos sexos;08 Castilla - La Mancha;Construcción;2014;5,3
Ambos sexos;08 Castilla - La Mancha;Construcción;2013;6
Ambos sexos;08 Castilla - La Mancha;Construcción;2012;6,9
Ambos sexos;08 Castilla - La Mancha;Construcción;2011;8,7
Ambos sexos;08 Castilla - La Mancha;Construcción;2010;10,2
Ambos sexos;08 Castilla - La Mancha;Construcción;2009;11,9
Ambos sexos;08 Castilla - La Mancha;Construcción;2008;14,7
Ambos sexos;08 Castilla - La Mancha;Servicios;2024;71,6
Ambos sexos;08 Castilla - La Mancha;Servicios;2023;72
Ambos sexos;08 Castilla - La Mancha;Servicios;2022;71
Ambos sexos;08 Castilla - La Mancha;Servicios;2021;70,9
Ambos sexos;08 Castilla - La Mancha;Servicios;2020;71,8
Ambos sexos;08 Castilla - La Mancha;Servicios;2019;70,9
Ambos sexos;08 Castilla - La Mancha;Servicios;2018;70,8
Ambos sexos;08 Castilla - La Mancha;Servicios;2017;70,5
Ambos sexos;08 Castilla - La Mancha;Servicios;2016;71,7
Ambos sexos;08 Castilla - La Mancha;Servicios;2015;73,2
Ambos sexos;08 Castilla - La Mancha;Servicios;2014;73,5
Ambos sexos;08 Castilla - La Mancha;Servicios;2013;72,6
Ambos sexos;08 Castilla - La Mancha;Servicios;2012;71,1
Ambos sexos;08 Castilla - La Mancha;Servicios;2011;69,2
Ambos sexos;08 Castilla - La Mancha;Servicios;2010;68,9
Ambos sexos;08 Castilla - La Mancha;Servicios;2009;67
Ambos sexos;08 Castilla - La Mancha;Servicios;2008;63,2
Ambos sexos;09 Cataluña;Total;2024;100
Ambos sexos;09 Cataluña;Total;2023;100
Ambos sexos;09 Cataluña;Total;2022;100
Ambos sexos;09 Cataluña;Total;2021;100
Ambos sexos;09 Cataluña;Total;2020;100
Ambos sexos;09 Cataluña;Total;2019;100
Ambos sexos;09 Cataluña;Total;2018;100
Ambos sexos;09 Cataluña;Total;2017;100
Ambos sexos;09 Cataluña;Total;2016;100
Ambos sexos;09 Cataluña;Total;2015;100
Ambos sexos;09 Cataluña;Total;2014;100
Ambos sexos;09 Cataluña;Total;2013;100
Ambos sexos;09 Cataluña;Total;2012;100
Ambos sexos;09 Cataluña;Total;2011;100
Ambos sexos;09 Cataluña;Total;2010;100
Ambos sexos;09 Cataluña;Total;2009;100
Ambos sexos;09 Cataluña;Total;2008;100
Ambos sexos;09 Cataluña;Agricultura;2024;0,8
Ambos sexos;09 Cataluña;Agricultura;2023;0,9
Ambos sexos;09 Cataluña;Agricultura;2022;1,1
Ambos sexos;09 Cataluña;Agricultura;2021;1,1
Ambos sexos;09 Cataluña;Agricultura;2020;0,9
Ambos sexos;09 Cataluña;Agricultura;2019;1
Ambos sexos;09 Cataluña;Agricultura;2018;1,1
Ambos sexos;09 Cataluña;Agricultura;2017;1,1
Ambos sexos;09 Cataluña;Agricultura;2016;0,9
Ambos sexos;09 Cataluña;Agricultura;2015;0,9
Ambos sexos;09 Cataluña;Agricultura;2014;0,8
Ambos sexos;09 Cataluña;Agricultura;2013;0,9
Ambos sexos;09 Cataluña;Agricultura;2012;1
Ambos sexos;09 Cataluña;Agricultura;2011;1,1
Ambos sexos;09 Cataluña;Agricultura;2010;1,3
Ambos sexos;09 Cataluña;Agricultura;2009;1,1
Ambos sexos;09 Cataluña;Agricultura;2008;1
Ambos sexos;09 Cataluña;Industria;2024;18,1
Ambos sexos;09 Cataluña;Industria;2023;18,3
Ambos sexos;09 Cataluña;Industria;2022;18,8
Ambos sexos;09 Cataluña;Industria;2021;18,7
Ambos sexos;09 Cataluña;Industria;2020;19,5
Ambos sexos;09 Cataluña;Industria;2019;19,8
Ambos sexos;09 Cataluña;Industria;2018;20,6
Ambos sexos;09 Cataluña;Industria;2017;19,9
Ambos sexos;09 Cataluña;Industria;2016;20,3
Ambos sexos;09 Cataluña;Industria;2015;20,9
Ambos sexos;09 Cataluña;Industria;2014;20,2
Ambos sexos;09 Cataluña;Industria;2013;20,4
Ambos sexos;09 Cataluña;Industria;2012;20,1
Ambos sexos;09 Cataluña;Industria;2011;19,9
Ambos sexos;09 Cataluña;Industria;2010;20,7
Ambos sexos;09 Cataluña;Industria;2009;21,1
Ambos sexos;09 Cataluña;Industria;2008;23,4
Ambos sexos;09 Cataluña;Construcción;2024;5,6
Ambos sexos;09 Cataluña;Construcción;2023;5,2
Ambos sexos;09 Cataluña;Construcción;2022;5,3
Ambos sexos;09 Cataluña;Construcción;2021;5,3
Ambos sexos;09 Cataluña;Construcción;2020;5
Ambos sexos;09 Cataluña;Construcción;2019;4,9
Ambos sexos;09 Cataluña;Construcción;2018;5,2
Ambos sexos;09 Cataluña;Construcción;2017;5,1
Ambos sexos;09 Cataluña;Construcción;2016;4,7
Ambos sexos;09 Cataluña;Construcción;2015;4,9
Ambos sexos;09 Cataluña;Construcción;2014;4,8
Ambos sexos;09 Cataluña;Construcción;2013;4,8
Ambos sexos;09 Cataluña;Construcción;2012;5,6
Ambos sexos;09 Cataluña;Construcción;2011;7,2
Ambos sexos;09 Cataluña;Construcción;2010;7,7
Ambos sexos;09 Cataluña;Construcción;2009;9,2
Ambos sexos;09 Cataluña;Construcción;2008;10,2
Ambos sexos;09 Cataluña;Servicios;2024;75,6
Ambos sexos;09 Cataluña;Servicios;2023;75,5
Ambos sexos;09 Cataluña;Servicios;2022;74,8
Ambos sexos;09 Cataluña;Servicios;2021;75
Ambos sexos;09 Cataluña;Servicios;2020;74,6
Ambos sexos;09 Cataluña;Servicios;2019;74,3
Ambos sexos;09 Cataluña;Servicios;2018;73,1
Ambos sexos;09 Cataluña;Servicios;2017;73,8
Ambos sexos;09 Cataluña;Servicios;2016;74,2
Ambos sexos;09 Cataluña;Servicios;2015;73,3
Ambos sexos;09 Cataluña;Servicios;2014;74,2
Ambos sexos;09 Cataluña;Servicios;2013;73,9
Ambos sexos;09 Cataluña;Servicios;2012;73,3
Ambos sexos;09 Cataluña;Servicios;2011;71,8
Ambos sexos;09 Cataluña;Servicios;2010;70,2
Ambos sexos;09 Cataluña;Servicios;2009;68,6
Ambos sexos;09 Cataluña;Servicios;2008;65,5
Ambos sexos;10 Comunitat Valenciana;Total;2024;100
Ambos sexos;10 Comunitat Valenciana;Total;2023;100
Ambos sexos;10 Comunitat Valenciana;Total;2022;100
Ambos sexos;10 Comunitat Valenciana;Total;2021;100
Ambos sexos;10 Comunitat Valenciana;Total;2020;100
Ambos sexos;10 Comunitat Valenciana;Total;2019;100
Ambos sexos;10 Comunitat Valenciana;Total;2018;100
Ambos sexos;10 Comunitat Valenciana;Total;2017;100
Ambos sexos;10 Comunitat Valenciana;Total;2016;100
Ambos sexos;10 Comunitat Valenciana;Total;2015;100
Ambos sexos;10 Comunitat Valenciana;Total;2014;100
Ambos sexos;10 Comunitat Valenciana;Total;2013;100
Ambos sexos;10 Comunitat Valenciana;Total;2012;100
Ambos sexos;10 Comunitat Valenciana;Total;2011;100
Ambos sexos;10 Comunitat Valenciana;Total;2010;100
Ambos sexos;10 Comunitat Valenciana;Total;2009;100
Ambos sexos;10 Comunitat Valenciana;Total;2008;100
Ambos sexos;10 Comunitat Valenciana;Agricultura;2024;1,6
Ambos sexos;10 Comunitat Valenciana;Agricultura;2023;1,5
Ambos sexos;10 Comunitat Valenciana;Agricultura;2022;1,9
Ambos sexos;10 Comunitat Valenciana;Agricultura;2021;1,9
Ambos sexos;10 Comunitat Valenciana;Agricultura;2020;2,2
Ambos sexos;10 Comunitat Valenciana;Agricultura;2019;2,6
Ambos sexos;10 Comunitat Valenciana;Agricultura;2018;2,7
Ambos sexos;10 Comunitat Valenciana;Agricultura;2017;2,6
Ambos sexos;10 Comunitat Valenciana;Agricultura;2016;2,4
Ambos sexos;10 Comunitat Valenciana;Agricultura;2015;3
Ambos sexos;10 Comunitat Valenciana;Agricultura;2014;2,6
Ambos sexos;10 Comunitat Valenciana;Agricultura;2013;2,8
Ambos sexos;10 Comunitat Valenciana;Agricultura;2012;2,7
Ambos sexos;10 Comunitat Valenciana;Agricultura;2011;2,2
Ambos sexos;10 Comunitat Valenciana;Agricultura;2010;2,1
Ambos sexos;10 Comunitat Valenciana;Agricultura;2009;2,7
Ambos sexos;10 Comunitat Valenciana;Agricultura;2008;2,3
Ambos sexos;10 Comunitat Valenciana;Industria;2024;18,3
Ambos sexos;10 Comunitat Valenciana;Industria;2023;17,8
Ambos sexos;10 Comunitat Valenciana;Industria;2022;18,5
Ambos sexos;10 Comunitat Valenciana;Industria;2021;18,6
Ambos sexos;10 Comunitat Valenciana;Industria;2020;19,4
Ambos sexos;10 Comunitat Valenciana;Industria;2019;19,2
Ambos sexos;10 Comunitat Valenciana;Industria;2018;18,7
Ambos sexos;10 Comunitat Valenciana;Industria;2017;20,1
Ambos sexos;10 Comunitat Valenciana;Industria;2016;18,1
Ambos sexos;10 Comunitat Valenciana;Industria;2015;19,7
Ambos sexos;10 Comunitat Valenciana;Industria;2014;18,3
Ambos sexos;10 Comunitat Valenciana;Industria;2013;18,3
Ambos sexos;10 Comunitat Valenciana;Industria;2012;18,7
Ambos sexos;10 Comunitat Valenciana;Industria;2011;18,9
Ambos sexos;10 Comunitat Valenciana;Industria;2010;17,7
Ambos sexos;10 Comunitat Valenciana;Industria;2009;18,1
Ambos sexos;10 Comunitat Valenciana;Industria;2008;20,7
Ambos sexos;10 Comunitat Valenciana;Construcción;2024;6
Ambos sexos;10 Comunitat Valenciana;Construcción;2023;6,5
Ambos sexos;10 Comunitat Valenciana;Construcción;2022;6
Ambos sexos;10 Comunitat Valenciana;Construcción;2021;5,6
